id,name,category,round,round_name,index,played_at,status,score,winner,duration_minutes,players,competition_source,season_year,tournament_name,court,category_enc,round_name_enc,court_enc,source_enc,winner_enc,duration_filled,month,cluster_kmeans,cluster_dbscan
2935,Del/Fernandez - Goñi/Capra,men,32,Round of 64,30,2025-11-11,finished,"[{'team_1': '0', 'team_2': '6'}, {'team_1': '2', 'team_2': '6'}]",team_2,53.0,"{'team_1': [{'id': 75, 'self': '/api/players/75', 'name': 'Mario Del Castillo', 'side': 'backhand', 'connections': {'pair': '/api/pairs/75-108'}}, {'id': 108, 'self': '/api/players/108', 'name': 'Antonio Fernandez', 'side': 'backhand', 'connections': {'pair': '/api/pairs/75-108'}}], 'team_2': [{'id': 465, 'self': '/api/players/465', 'name': 'Aimar Goñi', 'side': 'backhand', 'connections': {'pair': '/api/pairs/465-152'}}, {'id': 152, 'self': '/api/players/152', 'name': 'Luciano Capra', 'side': 'drive', 'connections': {'pair': '/api/pairs/465-152'}}]}",FIP,2026,Season 5,Court 2,0,4,24,0,0,53.0,11,1,5
2936,Chingotto/Galan,men,32,Round of 64,31,2025-11-11,bye,,team_2,,"{'team_1': [], 'team_2': [{'id': 114, 'self': '/api/players/114', 'name': 'Federico Chingotto', 'side': 'drive', 'connections': {'pair': '/api/pairs/114-115'}}, {'id': 115, 'self': '/api/players/115', 'name': 'Alejandro Galan', 'side': 'backhand', 'connections': {'pair': '/api/pairs/114-115'}}]}",FIP,2026,Season 5,,0,4,34,0,0,83.0,11,1,5
6586,Montes/Collombon - Sharifova/Lobo,women,16,Round of 32,2,2025-11-11,finished,"[{'team_1': '7', 'team_2': '5'}, {'team_1': '2', 'team_2': '6'}, {'team_1': '6', 'team_2': '4'}]",team_1,156.0,"{'team_1': [{'id': 396, 'self': '/api/players/396', 'name': 'Jana Montes Cabruja', 'side': None, 'connections': {'pair': '/api/pairs/396-392'}}, {'id': 392, 'self': '/api/players/392', 'name': 'Alix Collombon', 'side': None, 'connections': {'pair': '/api/pairs/396-392'}}], 'team_2': [{'id': 540, 'self': '/api/players/540', 'name': 'Ksenia Sharifova', 'side': None, 'connections': {'pair': '/api/pairs/540-456'}}, {'id': 456, 'self': '/api/players/456', 'name': 'Marina Lobo', 'side': None, 'connections': {'pair': '/api/pairs/540-456'}}]}",FIP,2026,Season 5,Court 3,1,3,26,0,1,156.0,11,1,3
6587,Caparros/Perez - Virseda/Guinart,women,16,Round of 32,3,2025-11-11,finished,"[{'team_1': '1', 'team_2': '6'}, {'team_1': '2', 'team_2': '6'}]",team_2,69.0,"{'team_1': [{'id': 437, 'self': '/api/players/437', 'name': 'Marta Caparros Maldonado', 'side': None, 'connections': {'pair': '/api/pairs/437-453'}}, {'id': 453, 'self': '/api/players/453', 'name': 'Agueda Perez Ortiz', 'side': None, 'connections': {'pair': '/api/pairs/437-453'}}], 'team_2': [{'id': 497, 'self': '/api/players/497', 'name': 'Veronica Virseda', 'side': None, 'connections': {'pair': '/api/pairs/497-429'}}, {'id': 429, 'self': '/api/players/429', 'name': 'Marina Guinart España', 'side': None, 'connections': {'pair': '/api/pairs/497-429'}}]}",FIP,2026,Season 5,Damac Center Court,1,3,29,0,0,69.0,11,1,0
6590,Rodriguez/Martinez - Casali/Cañellas,women,16,Round of 32,6,2025-11-11,finished,"[{'team_1': '6', 'team_2': '2'}, {'team_1': '6', 'team_2': '2'}]",team_1,69.0,"{'team_1': [{'id': 457, 'self': '/api/players/457', 'name': 'Nuria Rodriguez', 'side': None, 'connections': {'pair': '/api/pairs/457-418'}}, {'id': 418, 'self': '/api/players/418', 'name': 'Lucia Martinez Gomez', 'side': None, 'connections': {'pair': '/api/pairs/457-418'}}], 'team_2': [{'id': 516, 'self': '/api/players/516', 'name': 'Carlotta Casali', 'side': None, 'connections': {'pair': '/api/pairs/516-484'}}, {'id': 484, 'self': '/api/players/484', 'name': 'Ariadna Cañellas Rodero', 'side': None, 'connections': {'pair': '/api/pairs/516-484'}}]}",FIP,2026,Season 5,Damac Center Court,1,3,29,0,1,69.0,11,1,3
6593,Osoro/Iglesias - Castello/Rufo,women,16,Round of 32,9,2025-11-11,finished,"[{'team_1': '7', 'team_2': '6(1)'}, {'team_1': '6', 'team_2': '3'}]",team_1,101.0,"{'team_1': [{'id': 406, 'self': '/api/players/406', 'name': 'Aranzazu Osoro Ulrich', 'side': None, 'connections': {'pair': '/api/pairs/406-430'}}, {'id': 430, 'self': '/api/players/430', 'name': 'Victoria Iglesias Segador', 'side': None, 'connections': {'pair': '/api/pairs/406-430'}}], 'team_2': [{'id': 416, 'self': '/api/players/416', 'name': 'Jessica Castello Lopez', 'side': None, 'connections': {'pair': '/api/pairs/416-417'}}, {'id': 417, 'self': '/api/players/417', 'name': 'Lorena Rufo Ortiz', 'side': None, 'connections': {'pair': '/api/pairs/416-417'}}]}",FIP,2026,Season 5,Court 1,1,3,22,0,1,101.0,11,1,3
6594,Orsi/Martinez - Sainz/Eugenio,women,16,Round of 32,10,2025-11-11,finished,"[{'team_1': '6(4)', 'team_2': '7'}, {'team_1': '6', 'team_2': '1'}, {'team_1': '1', 'team_2': '6'}]",team_2,115.0,"{'team_1': [{'id': 404, 'self': '/api/players/404', 'name': 'Carolina Orsi', 'side': None, 'connections': {'pair': '/api/pairs/404-393'}}, {'id': 393, 'self': '/api/players/393', 'name': 'Araceli Martinez', 'side': None, 'connections': {'pair': '/api/pairs/404-393'}}], 'team_2': [{'id': 400, 'self': '/api/players/400', 'name': 'Lucia Sainz Pelegri', 'side': None, 'connections': {'pair': '/api/pairs/400-409'}}, {'id': 409, 'self': '/api/players/409', 'name': 'Raquel Eugenio Barrera', 'side': None, 'connections': {'pair': '/api/pairs/400-409'}}]}",FIP,2026,Season 5,Court 1,1,3,22,0,0,115.0,11,1,0
6598,Fassio/Llaguno - Arruabarrena/Evangelina,women,16,Round of 32,14,2025-11-11,finished,"[{'team_1': '7', 'team_2': '5'}, {'team_1': '6', 'team_2': '3'}]",team_1,101.0,"{'team_1': [{'id': 440, 'self': '/api/players/440', 'name': 'Martina Fassio Goyeneche', 'side': None, 'connections': {'pair': '/api/pairs/440-401'}}, {'id': 401, 'self': '/api/players/401', 'name': 'Patricia Llaguno Zielinski', 'side': None, 'connections': {'pair': '/api/pairs/440-401'}}], 'team_2': [{'id': 450, 'self': '/api/players/450', 'name': 'Lara Arruabarrena', 'side': None, 'connections': {'pair': '/api/pairs/450-451'}}, {'id': 451, 'self': '/api/players/451', 'name': 'Julieta Evangelina Bidahorria', 'side': None, 'connections': {'pair': '/api/pairs/450-451'}}]}",FIP,2026,Season 5,Court 3,1,3,26,0,1,101.0,11,1,3
6489,Coello/Tapia - Chingotto/Galan,men,1,Finals,0,2025-11-09,finished,"[{'team_1': '6', 'team_2': '2'}, {'team_1': '5', 'team_2': '7'}, {'team_1': '2', 'team_2': '6'}]",team_2,120.0,"{'team_1': [{'id': 65, 'self': '/api/players/65', 'name': 'Arturo Coello', 'side': 'drive', 'connections': {'pair': '/api/pairs/65-66'}}, {'id': 66, 'self': '/api/players/66', 'name': 'Agustin Tapia', 'side': 'backhand', 'connections': {'pair': '/api/pairs/65-66'}}], 'team_2': [{'id': 114, 'self': '/api/players/114', 'name': 'Federico Chingotto', 'side': 'drive', 'connections': {'pair': '/api/pairs/114-115'}}, {'id': 115, 'self': '/api/players/115', 'name': 'Alejandro Galan', 'side': 'backhand', 'connections': {'pair': '/api/pairs/114-115'}}]}",FIP,2026,Season 5,Cc Bnk,0,0,17,0,0,120.0,11,1,2
6552,Triay/Brea - Sanchez/Josemaria,women,1,Finals,0,2025-11-09,finished,"[{'team_1': '3', 'team_2': '6'}, {'team_1': '3', 'team_2': '6'}]",team_2,101.0,"{'team_1': [{'id': 433, 'self': '/api/players/433', 'name': 'Gemma Triay Pons', 'side': None, 'connections': {'pair': '/api/pairs/433-434'}}, {'id': 434, 'self': '/api/players/434', 'name': 'Delfina Brea Senesi', 'side': None, 'connections': {'pair': '/api/pairs/433-434'}}], 'team_2': [{'id': 388, 'self': '/api/players/388', 'name': 'Ariana Sanchez Fallada', 'side': None, 'connections': {'pair': '/api/pairs/388-389'}}, {'id': 389, 'self': '/api/players/389', 'name': 'Paula Josemaria Martin', 'side': None, 'connections': {'pair': '/api/pairs/388-389'}}]}",FIP,2026,Season 5,Cc Bnk,1,0,17,0,0,101.0,11,1,0
6487,Coello/Tapia - Nieto/Yanguas,men,2,Semifinals,0,2025-11-08,finished,"[{'team_1': '6', 'team_2': '4'}, {'team_1': '7', 'team_2': '6(5)'}]",team_1,103.0,"{'team_1': [{'id': 65, 'self': '/api/players/65', 'name': 'Arturo Coello', 'side': 'drive', 'connections': {'pair': '/api/pairs/65-66'}}, {'id': 66, 'self': '/api/players/66', 'name': 'Agustin Tapia', 'side': 'backhand', 'connections': {'pair': '/api/pairs/65-66'}}], 'team_2': [{'id': 90, 'self': '/api/players/90', 'name': 'Jorge Nieto', 'side': 'backhand', 'connections': {'pair': '/api/pairs/90-89'}}, {'id': 89, 'self': '/api/players/89', 'name': 'Miguel Yanguas', 'side': 'drive', 'connections': {'pair': '/api/pairs/90-89'}}]}",FIP,2026,Season 5,Cc Bnk,0,5,17,0,1,103.0,11,1,9
6488,Sanz/Navarro - Chingotto/Galan,men,2,Semifinals,1,2025-11-08,finished,"[{'team_1': '4', 'team_2': '6'}, {'team_1': '2', 'team_2': '6'}]",team_2,67.0,"{'team_1': [{'id': 79, 'self': '/api/players/79', 'name': 'Jon Sanz', 'side': 'drive', 'connections': {'pair': '/api/pairs/79-77'}}, {'id': 77, 'self': '/api/players/77', 'name': 'Francisco Navarro', 'side': 'backhand', 'connections': {'pair': '/api/pairs/79-77'}}], 'team_2': [{'id': 114, 'self': '/api/players/114', 'name': 'Federico Chingotto', 'side': 'drive', 'connections': {'pair': '/api/pairs/114-115'}}, {'id': 115, 'self': '/api/players/115', 'name': 'Alejandro Galan', 'side': 'backhand', 'connections': {'pair': '/api/pairs/114-115'}}]}",FIP,2026,Season 5,Cc Bnk,0,5,17,0,0,67.0,11,1,-1
6550,Triay/Brea - Ustero/Araujo,women,2,Semifinals,0,2025-11-08,finished,"[{'team_1': '6', 'team_2': '1'}, {'team_1': '7', 'team_2': '6(7)'}]",team_1,105.0,"{'team_1': [{'id': 433, 'self': '/api/players/433', 'name': 'Gemma Triay Pons', 'side': None, 'connections': {'pair': '/api/pairs/433-434'}}, {'id': 434, 'self': '/api/players/434', 'name': 'Delfina Brea Senesi', 'side': None, 'connections': {'pair': '/api/pairs/433-434'}}], 'team_2': [{'id': 410, 'self': '/api/players/410', 'name': 'Andrea Ustero Prieto', 'side': None, 'connections': {'pair': '/api/pairs/410-411'}}, {'id': 411, 'self': '/api/players/411', 'name': 'Sofia Araujo', 'side': None, 'connections': {'pair': '/api/pairs/410-411'}}]}",FIP,2026,Season 5,Cc Bnk,1,5,17,0,1,105.0,11,1,-1
6551,Ortega/Icardo - Sanchez/Josemaria,women,2,Semifinals,1,2025-11-08,finished,"[{'team_1': '6(4)', 'team_2': '7'}, {'team_1': '2', 'team_2': '6'}]",team_2,130.0,"{'team_1': [{'id': 422, 'self': '/api/players/422', 'name': 'Marta Ortega Gallego', 'side': None, 'connections': {'pair': '/api/pairs/422-423'}}, {'id': 423, 'self': '/api/players/423', 'name': 'Tamara Icardo Alcorisa', 'side': None, 'connections': {'pair': '/api/pairs/422-423'}}], 'team_2': [{'id': 388, 'self': '/api/players/388', 'name': 'Ariana Sanchez Fallada', 'side': None, 'connections': {'pair': '/api/pairs/388-389'}}, {'id': 389, 'self': '/api/players/389', 'name': 'Paula Josemaria Martin', 'side': None, 'connections': {'pair': '/api/pairs/388-389'}}]}",FIP,2026,Season 5,Cc Bnk,1,5,17,0,0,130.0,11,1,-1
6483,Coello/Tapia - Gonzalez/Guerrero,men,4,Quarter,0,2025-11-07,finished,"[{'team_1': '6', 'team_2': '4'}, {'team_1': '4', 'team_2': '6'}, {'team_1': '6', 'team_2': '3'}]",team_1,107.0,"{'team_1': [{'id': 65, 'self': '/api/players/65', 'name': 'Arturo Coello', 'side': 'drive', 'connections': {'pair': '/api/pairs/65-66'}}, {'id': 66, 'self': '/api/players/66', 'name': 'Agustin Tapia', 'side': 'backhand', 'connections': {'pair': '/api/pairs/65-66'}}], 'team_2': [{'id': 78, 'self': '/api/players/78', 'name': 'Momo Gonzalez', 'side': 'backhand', 'connections': {'pair': '/api/pairs/78-82'}}, {'id': 82, 'self': '/api/players/82', 'name': 'Francisco Guerrero', 'side': 'drive', 'connections': {'pair': '/api/pairs/78-82'}}]}",FIP,2026,Season 5,Cc Bnk,0,1,17,0,1,107.0,11,1,1
6484,Gala/Garcia - Nieto/Yanguas,men,4,Quarter,1,2025-11-07,finished,"[{'team_1': '2', 'team_2': '6'}, {'team_1': '2', 'team_2': '6'}]",team_2,84.0,"{'team_1': [{'id': 151, 'self': '/api/players/151', 'name': 'David Gala', 'side': 'backhand', 'connections': {'pair': '/api/pairs/151-199'}}, {'id': 199, 'self': '/api/players/199', 'name': 'Pablo Garcia Rodrigo', 'side': 'drive', 'connections': {'pair': '/api/pairs/151-199'}}], 'team_2': [{'id': 90, 'self': '/api/players/90', 'name': 'Jorge Nieto', 'side': 'backhand', 'connections': {'pair': '/api/pairs/90-89'}}, {'id': 89, 'self': '/api/players/89', 'name': 'Miguel Yanguas', 'side': 'drive', 'connections': {'pair': '/api/pairs/90-89'}}]}",FIP,2026,Season 5,C1 Alghanim,0,1,5,0,0,84.0,11,1,2
6485,Lebron/Stupaczuk - Sanz/Navarro,men,4,Quarter,2,2025-11-07,finished,"[{'team_1': '2', 'team_2': '6'}, {'team_1': '6', 'team_2': '4'}, {'team_1': '4', 'team_2': '6'}]",team_2,145.0,"{'team_1': [{'id': 88, 'self': '/api/players/88', 'name': 'Juan Lebron', 'side': 'drive', 'connections': {'pair': '/api/pairs/88-87'}}, {'id': 87, 'self': '/api/players/87', 'name': 'Franco Stupaczuk', 'side': 'backhand', 'connections': {'pair': '/api/pairs/88-87'}}], 'team_2': [{'id': 79, 'self': '/api/players/79', 'name': 'Jon Sanz', 'side': 'drive', 'connections': {'pair': '/api/pairs/79-77'}}, {'id': 77, 'self': '/api/players/77', 'name': 'Francisco Navarro', 'side': 'backhand', 'connections': {'pair': '/api/pairs/79-77'}}]}",FIP,2026,Season 5,Cc Bnk,0,1,17,0,0,145.0,11,1,2
6486,Aguirre/Chozas - Chingotto/Galan,men,4,Quarter,3,2025-11-07,finished,"[{'team_1': '2', 'team_2': '6'}, {'team_1': '4', 'team_2': '6'}]",team_2,78.0,"{'team_1': [{'id': 17, 'self': '/api/players/17', 'name': 'Tolito Aguirre', 'side': 'drive', 'connections': {'pair': '/api/pairs/17-112'}}, {'id': 112, 'self': '/api/players/112', 'name': 'Alex Chozas', 'side': 'backhand', 'connections': {'pair': '/api/pairs/17-112'}}], 'team_2': [{'id': 114, 'self': '/api/players/114', 'name': 'Federico Chingotto', 'side': 'drive', 'connections': {'pair': '/api/pairs/114-115'}}, {'id': 115, 'self': '/api/players/115', 'name': 'Alejandro Galan', 'side': 'backhand', 'connections': {'pair': '/api/pairs/114-115'}}]}",FIP,2026,Season 5,C1 Alghanim,0,1,5,0,0,78.0,11,1,2
6546,Triay/Brea - Jensen/Alonso,women,4,Quarter,0,2025-11-07,finished,"[{'team_1': '6', 'team_2': '2'}, {'team_1': '6', 'team_2': '1'}]",team_1,64.0,"{'team_1': [{'id': 433, 'self': '/api/players/433', 'name': 'Gemma Triay Pons', 'side': None, 'connections': {'pair': '/api/pairs/433-434'}}, {'id': 434, 'self': '/api/players/434', 'name': 'Delfina Brea Senesi', 'side': None, 'connections': {'pair': '/api/pairs/433-434'}}], 'team_2': [{'id': 399, 'self': '/api/players/399', 'name': 'Claudia Jensen', 'side': None, 'connections': {'pair': '/api/pairs/399-398'}}, {'id': 398, 'self': '/api/players/398', 'name': 'Alejandra Alonso De Villa', 'side': None, 'connections': {'pair': '/api/pairs/399-398'}}]}",FIP,2026,Season 5,Cc Bnk,1,1,17,0,1,64.0,11,1,3
6547,Calvo/Salazar - Araujo/Ustero,women,4,Quarter,1,2025-11-07,finished,"[{'team_1': '4', 'team_2': '6'}, {'team_1': '7', 'team_2': '5'}, {'team_1': '2', 'team_2': '6'}]",team_2,153.0,"{'team_1': [{'id': 469, 'self': '/api/players/469', 'name': 'Martina Calvo Santamaria', 'side': None, 'connections': {'pair': '/api/pairs/469-424'}}, {'id': 424, 'self': '/api/players/424', 'name': 'Alejandra Salazar Bengoechea', 'side': None, 'connections': {'pair': '/api/pairs/469-424'}}], 'team_2': [{'id': 411, 'self': '/api/players/411', 'name': 'Sofia Araujo', 'side': None, 'connections': {'pair': '/api/pairs/411-410'}}, {'id': 410, 'self': '/api/players/410', 'name': 'Andrea Ustero Prieto', 'side': None, 'connections': {'pair': '/api/pairs/411-410'}}]}",FIP,2026,Season 5,C1 Alghanim,1,1,5,0,0,153.0,11,1,-1
6548,Fernandez/Gonzalez - Ortega/Icardo,women,4,Quarter,2,2025-11-07,finished,"[{'team_1': '4', 'team_2': '6'}, {'team_1': '1', 'team_2': '6'}]",team_2,109.0,"{'team_1': [{'id': 412, 'self': '/api/players/412', 'name': 'Claudia Fernandez Sanchez', 'side': None, 'connections': {'pair': '/api/pairs/412-413'}}, {'id': 413, 'self': '/api/players/413', 'name': 'Beatriz Gonzalez Fernandez', 'side': None, 'connections': {'pair': '/api/pairs/412-413'}}], 'team_2': [{'id': 422, 'self': '/api/players/422', 'name': 'Marta Ortega Gallego', 'side': None, 'connections': {'pair': '/api/pairs/422-423'}}, {'id': 423, 'self': '/api/players/423', 'name': 'Tamara Icardo Alcorisa', 'side': None, 'connections': {'pair': '/api/pairs/422-423'}}]}",FIP,2026,Season 5,C1 Alghanim,1,1,5,0,0,109.0,11,1,0
6549,Guinart/Virseda - Sanchez/Josemaria,women,4,Quarter,3,2025-11-07,finished,"[{'team_1': '4', 'team_2': '6'}, {'team_1': '3', 'team_2': '6'}]",team_2,96.0,"{'team_1': [{'id': 429, 'self': '/api/players/429', 'name': 'Marina Guinart España', 'side': None, 'connections': {'pair': '/api/pairs/429-497'}}, {'id': 497, 'self': '/api/players/497', 'name': 'Veronica Virseda', 'side': None, 'connections': {'pair': '/api/pairs/429-497'}}], 'team_2': [{'id': 388, 'self': '/api/players/388', 'name': 'Ariana Sanchez Fallada', 'side': None, 'connections': {'pair': '/api/pairs/388-389'}}, {'id': 389, 'self': '/api/players/389', 'name': 'Paula Josemaria Martin', 'side': None, 'connections': {'pair': '/api/pairs/388-389'}}]}",FIP,2026,Season 5,Cc Bnk,1,1,17,0,0,96.0,11,1,0
6475,Coello/Tapia - Ruiz/Esbri,men,8,Round of 16,0,2025-11-06,finished,"[{'team_1': '6', 'team_2': '3'}, {'team_1': '6', 'team_2': '1'}]",team_1,63.0,"{'team_1': [{'id': 65, 'self': '/api/players/65', 'name': 'Arturo Coello', 'side': 'drive', 'connections': {'pair': '/api/pairs/65-66'}}, {'id': 66, 'self': '/api/players/66', 'name': 'Agustin Tapia', 'side': 'backhand', 'connections': {'pair': '/api/pairs/65-66'}}], 'team_2': [{'id': 111, 'self': '/api/players/111', 'name': 'Alex Ruiz', 'side': 'drive', 'connections': {'pair': '/api/pairs/111-153'}}, {'id': 153, 'self': '/api/players/153', 'name': 'Juanlu Esbri', 'side': 'backhand', 'connections': {'pair': '/api/pairs/111-153'}}]}",FIP,2026,Season 5,Cc Bnk,0,2,17,0,1,63.0,11,1,1
6476,Garrido/Campagnolo - Gonzalez/Guerrero,men,8,Round of 16,1,2025-11-06,finished,"[{'team_1': '7', 'team_2': '6(4)'}, {'team_1': '2', 'team_2': '6'}, {'team_1': '2', 'team_2': '6'}]",team_2,174.0,"{'team_1': [{'id': 104, 'self': '/api/players/104', 'name': 'Javier Garrido', 'side': 'backhand', 'connections': {'pair': '/api/pairs/104-72'}}, {'id': 72, 'self': '/api/players/72', 'name': 'Lucas Campagnolo', 'side': 'drive', 'connections': {'pair': '/api/pairs/104-72'}}], 'team_2': [{'id': 78, 'self': '/api/players/78', 'name': 'Momo Gonzalez', 'side': 'backhand', 'connections': {'pair': '/api/pairs/78-82'}}, {'id': 82, 'self': '/api/players/82', 'name': 'Francisco Guerrero', 'side': 'drive', 'connections': {'pair': '/api/pairs/78-82'}}]}",FIP,2026,Season 5,C3 Kdd,0,2,7,0,0,174.0,11,1,2
6477,Garcia/Gala - Ignacio/Rodriguez,men,8,Round of 16,2,2025-11-06,finished,"[{'team_1': '6', 'team_2': '4'}, {'team_1': '7', 'team_2': '6(4)'}]",team_1,102.0,"{'team_1': [{'id': 199, 'self': '/api/players/199', 'name': 'Pablo Garcia Rodrigo', 'side': 'drive', 'connections': {'pair': '/api/pairs/199-151'}}, {'id': 151, 'self': '/api/players/151', 'name': 'David Gala', 'side': 'backhand', 'connections': {'pair': '/api/pairs/199-151'}}], 'team_2': [{'id': 48, 'self': '/api/players/48', 'name': 'Juan Ignacio Rubini', 'side': 'drive', 'connections': {'pair': '/api/pairs/48-47'}}, {'id': 47, 'self': '/api/players/47', 'name': 'Alonso Rodriguez Martinez', 'side': 'backhand', 'connections': {'pair': '/api/pairs/48-47'}}]}",FIP,2026,Season 5,C2 Burgan Bank,0,2,6,0,1,102.0,11,1,1
6478,Alfonso/Gutierrez - Yanguas/Nieto,men,8,Round of 16,3,2025-11-06,finished,"[{'team_1': '6(6)', 'team_2': '7'}, {'team_1': '3', 'team_2': '6'}]",team_2,96.0,"{'team_1': [{'id': 18, 'self': '/api/players/18', 'name': 'Gonzalo Alfonso', 'side': 'backhand', 'connections': {'pair': '/api/pairs/18-96'}}, {'id': 96, 'self': '/api/players/96', 'name': 'Sanyo Gutierrez', 'side': 'drive', 'connections': {'pair': '/api/pairs/18-96'}}], 'team_2': [{'id': 89, 'self': '/api/players/89', 'name': 'Miguel Yanguas', 'side': 'drive', 'connections': {'pair': '/api/pairs/89-90'}}, {'id': 90, 'self': '/api/players/90', 'name': 'Jorge Nieto', 'side': 'backhand', 'connections': {'pair': '/api/pairs/89-90'}}]}",FIP,2026,Season 5,C1 Alghanim,0,2,5,0,0,96.0,11,1,2
6479,Lebron/Stupaczuk - Collado/Hernandez,men,8,Round of 16,4,2025-11-06,finished,"[{'team_1': '6', 'team_2': '0'}, {'team_1': '6', 'team_2': '2'}]",team_1,63.0,"{'team_1': [{'id': 88, 'self': '/api/players/88', 'name': 'Juan Lebron', 'side': 'drive', 'connections': {'pair': '/api/pairs/88-87'}}, {'id': 87, 'self': '/api/players/87', 'name': 'Franco Stupaczuk', 'side': 'backhand', 'connections': {'pair': '/api/pairs/88-87'}}], 'team_2': [{'id': 210, 'self': '/api/players/210', 'name': 'Guillermo Collado', 'side': 'backhand', 'connections': {'pair': '/api/pairs/210-157'}}, {'id': 157, 'self': '/api/players/157', 'name': 'Pol Hernandez', 'side': 'drive', 'connections': {'pair': '/api/pairs/210-157'}}]}",FIP,2026,Season 5,Cc Bnk,0,2,17,0,1,63.0,11,1,1
6480,Alonso/Tello - Navarro/Sanz,men,8,Round of 16,5,2025-11-06,finished,"[{'team_1': '4', 'team_2': '6'}, {'team_1': '3', 'team_2': '6'}]",team_2,80.0,"{'team_1': [{'id': 101, 'self': '/api/players/101', 'name': 'Edu Alonso', 'side': 'drive', 'connections': {'pair': '/api/pairs/101-94'}}, {'id': 94, 'self': '/api/players/94', 'name': 'Juan Tello', 'side': 'backhand', 'connections': {'pair': '/api/pairs/101-94'}}], 'team_2': [{'id': 77, 'self': '/api/players/77', 'name': 'Francisco Navarro', 'side': 'backhand', 'connections': {'pair': '/api/pairs/77-79'}}, {'id': 79, 'self': '/api/players/79', 'name': 'Jon Sanz', 'side': 'drive', 'connections': {'pair': '/api/pairs/77-79'}}]}",FIP,2026,Season 5,C1 Alghanim,0,2,5,0,0,80.0,11,1,2
6481,Sanchez/Jimenez - Chozas/Aguirre,men,8,Round of 16,6,2025-11-06,finished,"[{'team_1': '5', 'team_2': '7'}, {'team_1': '3', 'team_2': '6'}]",team_2,111.0,"{'team_1': [{'id': 252, 'self': '/api/players/252', 'name': 'Maxi Sanchez Blasco', 'side': 'backhand', 'connections': {'pair': '/api/pairs/252-196'}}, {'id': 196, 'self': '/api/players/196', 'name': 'Jose Jimenez', 'side': 'drive', 'connections': {'pair': '/api/pairs/252-196'}}], 'team_2': [{'id': 112, 'self': '/api/players/112', 'name': 'Alex Chozas', 'side': 'backhand', 'connections': {'pair': '/api/pairs/112-17'}}, {'id': 17, 'self': '/api/players/17', 'name': 'Tolito Aguirre', 'side': 'drive', 'connections': {'pair': '/api/pairs/112-17'}}]}",FIP,2026,Season 5,C2 Burgan Bank,0,2,6,0,0,111.0,11,1,2
6482,Goenaga/Hernandez - Chingotto/Galan,men,8,Round of 16,7,2025-11-06,finished,"[{'team_1': '2', 'team_2': '6'}, {'team_1': '4', 'team_2': '6'}]",team_2,58.0,"{'team_1': [{'id': 163, 'self': '/api/players/163', 'name': 'Enrique Goenaga', 'side': 'drive', 'connections': {'pair': '/api/pairs/163-154'}}, {'id': 154, 'self': '/api/players/154', 'name': 'Luis Hernandez', 'side': 'backhand', 'connections': {'pair': '/api/pairs/163-154'}}], 'team_2': [{'id': 114, 'self': '/api/players/114', 'name': 'Federico Chingotto', 'side': 'drive', 'connections': {'pair': '/api/pairs/114-115'}}, {'id': 115, 'self': '/api/players/115', 'name': 'Alejandro Galan', 'side': 'backhand', 'connections': {'pair': '/api/pairs/114-115'}}]}",FIP,2026,Season 5,Cc Bnk,0,2,17,0,0,58.0,11,1,2
6538,Triay/Brea - Caldera/Goenaga,women,8,Round of 16,0,2025-11-06,finished,"[{'team_1': '6', 'team_2': '2'}, {'team_1': '6', 'team_2': '2'}]",team_1,70.0,"{'team_1': [{'id': 433, 'self': '/api/players/433', 'name': 'Gemma Triay Pons', 'side': None, 'connections': {'pair': '/api/pairs/433-434'}}, {'id': 434, 'self': '/api/players/434', 'name': 'Delfina Brea Senesi', 'side': None, 'connections': {'pair': '/api/pairs/433-434'}}], 'team_2': [{'id': 394, 'self': '/api/players/394', 'name': 'Beatriz Caldera Sanchez', 'side': None, 'connections': {'pair': '/api/pairs/394-395'}}, {'id': 395, 'self': '/api/players/395', 'name': 'Carmen Goenaga Garcia', 'side': None, 'connections': {'pair': '/api/pairs/394-395'}}]}",FIP,2026,Season 5,Cc Bnk,1,2,17,0,1,70.0,11,1,3
6539,Rufo/Castello - Jensen/Alonso,women,8,Round of 16,1,2025-11-06,finished,"[{'team_1': '3', 'team_2': '6'}, {'team_1': '2', 'team_2': '6'}]",team_2,95.0,"{'team_1': [{'id': 417, 'self': '/api/players/417', 'name': 'Lorena Rufo Ortiz', 'side': None, 'connections': {'pair': '/api/pairs/417-416'}}, {'id': 416, 'self': '/api/players/416', 'name': 'Jessica Castello Lopez', 'side': None, 'connections': {'pair': '/api/pairs/417-416'}}], 'team_2': [{'id': 399, 'self': '/api/players/399', 'name': 'Claudia Jensen', 'side': None, 'connections': {'pair': '/api/pairs/399-398'}}, {'id': 398, 'self': '/api/players/398', 'name': 'Alejandra Alonso De Villa', 'side': None, 'connections': {'pair': '/api/pairs/399-398'}}]}",FIP,2026,Season 5,C3 Kdd,1,2,7,0,0,95.0,11,1,0
