id,name,category,round,round_name,index,played_at,status,score,winner,duration_minutes,players,competition_source,season_year,tournament_name,court
2835,Rodriguez/Ignacio - Gil/Sanchez,men,32,Round of 64,26,2025-11-25,finished,"[{'team_1': '6', 'team_2': '4'}, {'team_1': '3', 'team_2': '6'}, {'team_1': '5', 'team_2': '7'}]",team_2,,"{'team_1': [{'id': 47, 'self': '/api/players/47', 'name': 'Alonso Rodriguez Martinez', 'side': 'backhand', 'connections': {'pair': '/api/pairs/47-48'}}, {'id': 48, 'self': '/api/players/48', 'name': 'Juan Ignacio Rubini', 'side': 'drive', 'connections': {'pair': '/api/pairs/47-48'}}], 'team_2': [{'id': 69, 'self': '/api/players/69', 'name': 'Francisco Gil', 'side': 'drive', 'connections': {'pair': '/api/pairs/69-73'}}, {'id': 73, 'self': '/api/players/73', 'name': 'Maxi Sanchez', 'side': 'backhand', 'connections': {'pair': '/api/pairs/69-73'}}]}",FIP,2026,Season 5,Cancha Mifel
2836,Alfonso/Gutierrez,men,32,Round of 64,27,2025-11-25,bye,,team_2,,"{'team_1': [], 'team_2': [{'id': 18, 'self': '/api/players/18', 'name': 'Gonzalo Alfonso', 'side': 'backhand', 'connections': {'pair': '/api/pairs/18-96'}}, {'id': 96, 'self': '/api/players/96', 'name': 'Sanyo Gutierrez', 'side': 'drive', 'connections': {'pair': '/api/pairs/18-96'}}]}",FIP,2026,Season 5,
2837,Alonso/Tello,men,32,Round of 64,28,2025-11-25,bye,,team_1,,"{'team_1': [{'id': 101, 'self': '/api/players/101', 'name': 'Edu Alonso', 'side': 'drive', 'connections': {'pair': '/api/pairs/101-94'}}, {'id': 94, 'self': '/api/players/94', 'name': 'Juan Tello', 'side': 'backhand', 'connections': {'pair': '/api/pairs/101-94'}}], 'team_2': []}",FIP,2026,Season 5,
2839,Goenaga/Hernandez - Sanchez/Jensen,men,32,Round of 64,30,2025-11-25,finished,"[{'team_1': '7', 'team_2': '5'}, {'team_1': '6', 'team_2': '2'}]",team_1,,"{'team_1': [{'id': 163, 'self': '/api/players/163', 'name': 'Enrique Goenaga', 'side': 'drive', 'connections': {'pair': '/api/pairs/163-154'}}, {'id': 154, 'self': '/api/players/154', 'name': 'Luis Hernandez', 'side': 'backhand', 'connections': {'pair': '/api/pairs/163-154'}}], 'team_2': [{'id': 202, 'self': '/api/players/202', 'name': 'Emilio Sanchez', 'side': 'backhand', 'connections': {'pair': '/api/pairs/202-16'}}, {'id': 16, 'self': '/api/players/16', 'name': 'Enzo Jensen', 'side': 'drive', 'connections': {'pair': '/api/pairs/202-16'}}]}",FIP,2026,Season 5,Cancha Mifel
2840,Galan/Chingotto,men,32,Round of 64,31,2025-11-25,bye,,team_2,,"{'team_1': [], 'team_2': [{'id': 115, 'self': '/api/players/115', 'name': 'Alejandro Galan', 'side': 'backhand', 'connections': {'pair': '/api/pairs/115-114'}}, {'id': 114, 'self': '/api/players/114', 'name': 'Federico Chingotto', 'side': 'drive', 'connections': {'pair': '/api/pairs/115-114'}}]}",FIP,2026,Season 5,
6925,Brea/Triay,women,32,Round of 64,0,2025-11-25,bye,,team_1,,"{'team_1': [{'id': 434, 'self': '/api/players/434', 'name': 'Delfina Brea Senesi', 'side': None, 'connections': {'pair': '/api/pairs/434-433'}}, {'id': 433, 'self': '/api/players/433', 'name': 'Gemma Triay Pons', 'side': None, 'connections': {'pair': '/api/pairs/434-433'}}], 'team_2': []}",FIP,2026,Season 5,
6926,,women,32,Round of 64,1,2025-11-25,bye,,team_1,,"{'team_1': [], 'team_2': []}",FIP,2026,Season 5,
6927,Ruiz/Blanco - Martinez/Rodriguez,women,32,Round of 64,2,2025-11-25,finished,"[{'team_1': '2', 'team_2': '6'}, {'team_1': '1', 'team_2': '6'}]",team_2,51.0,"{'team_1': [{'id': 402, 'self': '/api/players/402', 'name': 'Sara Ruiz Soto', 'side': None, 'connections': {'pair': '/api/pairs/402-442'}}, {'id': 442, 'self': '/api/players/442', 'name': 'Alicia Blanco Rojo', 'side': None, 'connections': {'pair': '/api/pairs/402-442'}}], 'team_2': [{'id': 418, 'self': '/api/players/418', 'name': 'Lucia Martinez Gomez', 'side': None, 'connections': {'pair': '/api/pairs/418-457'}}, {'id': 457, 'self': '/api/players/457', 'name': 'Nuria Rodriguez', 'side': None, 'connections': {'pair': '/api/pairs/418-457'}}]}",FIP,2026,Season 5,Cancha Mifel
6928,Fassio/Llaguno,women,32,Round of 64,3,2025-11-25,bye,,team_2,,"{'team_1': [], 'team_2': [{'id': 440, 'self': '/api/players/440', 'name': 'Martina Fassio Goyeneche', 'side': None, 'connections': {'pair': '/api/pairs/440-401'}}, {'id': 401, 'self': '/api/players/401', 'name': 'Patricia Llaguno Zielinski', 'side': None, 'connections': {'pair': '/api/pairs/440-401'}}]}",FIP,2026,Season 5,
6929,Osoro/Iglesias,women,32,Round of 64,4,2025-11-25,bye,,team_1,,"{'team_1': [{'id': 406, 'self': '/api/players/406', 'name': 'Aranzazu Osoro Ulrich', 'side': None, 'connections': {'pair': '/api/pairs/406-430'}}, {'id': 430, 'self': '/api/players/430', 'name': 'Victoria Iglesias Segador', 'side': None, 'connections': {'pair': '/api/pairs/406-430'}}], 'team_2': []}",FIP,2026,Season 5,
6930,Sharifova/Lobo - Las/Polo,women,32,Round of 64,5,2025-11-25,finished,"[{'team_1': '6(3)', 'team_2': '7'}, {'team_1': '3', 'team_2': '6'}]",team_2,54.0,"{'team_1': [{'id': 540, 'self': '/api/players/540', 'name': 'Ksenia Sharifova', 'side': None, 'connections': {'pair': '/api/pairs/540-456'}}, {'id': 456, 'self': '/api/players/456', 'name': 'Marina Lobo', 'side': None, 'connections': {'pair': '/api/pairs/540-456'}}], 'team_2': [{'id': 448, 'self': '/api/players/448', 'name': 'Barbara Las Heras', 'side': None, 'connections': {'pair': '/api/pairs/448-463'}}, {'id': 463, 'self': '/api/players/463', 'name': 'Julia Polo Bautista', 'side': None, 'connections': {'pair': '/api/pairs/448-463'}}]}",FIP,2026,Season 5,Cancha Caliente
6931,Lopez/Lopez - Piltcher/Agustina,women,32,Round of 64,6,2025-11-25,finished,"[{'team_1': '6', 'team_2': '3'}, {'team_1': '1', 'team_2': '6'}, {'team_1': '6', 'team_2': '2'}]",team_1,53.0,"{'team_1': [{'id': 467, 'self': '/api/players/467', 'name': 'Rebeca Lopez Lopez', 'side': None, 'connections': {'pair': '/api/pairs/467-481'}}, {'id': 481, 'self': '/api/players/481', 'name': 'Natividad Lopez Diaz', 'side': None, 'connections': {'pair': '/api/pairs/467-481'}}], 'team_2': [{'id': 441, 'self': '/api/players/441', 'name': 'Raquel Piltcher', 'side': None, 'connections': {'pair': '/api/pairs/441-446'}}, {'id': 446, 'self': '/api/players/446', 'name': 'Daiara Agustina Valenzuela', 'side': None, 'connections': {'pair': '/api/pairs/441-446'}}]}",FIP,2026,Season 5,Cancha Gemela 1
6932,Ortega/Icardo,women,32,Round of 64,7,2025-11-25,bye,,team_2,,"{'team_1': [], 'team_2': [{'id': 422, 'self': '/api/players/422', 'name': 'Marta Ortega Gallego', 'side': None, 'connections': {'pair': '/api/pairs/422-423'}}, {'id': 423, 'self': '/api/players/423', 'name': 'Tamara Icardo Alcorisa', 'side': None, 'connections': {'pair': '/api/pairs/422-423'}}]}",FIP,2026,Season 5,
6933,Guinart/Virseda,women,32,Round of 64,8,2025-11-25,bye,,team_1,,"{'team_1': [{'id': 429, 'self': '/api/players/429', 'name': 'Marina Guinart España', 'side': None, 'connections': {'pair': '/api/pairs/429-497'}}, {'id': 497, 'self': '/api/players/497', 'name': 'Veronica Virseda', 'side': None, 'connections': {'pair': '/api/pairs/429-497'}}], 'team_2': []}",FIP,2026,Season 5,
6934,Martinez/Blanco - Collombon/Montes,women,32,Round of 64,9,2025-11-25,finished,"[{'team_1': '1', 'team_2': '6'}, {'team_1': '0', 'team_2': '6'}]",team_2,33.0,"{'team_1': [{'id': 704, 'self': '/api/players/704', 'name': 'Renata Martinez Becerra', 'side': None, 'connections': {'pair': '/api/pairs/704-680'}}, {'id': 680, 'self': '/api/players/680', 'name': 'Natalia Blanco', 'side': None, 'connections': {'pair': '/api/pairs/704-680'}}], 'team_2': [{'id': 392, 'self': '/api/players/392', 'name': 'Alix Collombon', 'side': None, 'connections': {'pair': '/api/pairs/392-396'}}, {'id': 396, 'self': '/api/players/396', 'name': 'Jana Montes Cabruja', 'side': None, 'connections': {'pair': '/api/pairs/392-396'}}]}",FIP,2026,Season 5,Cancha Estadio
6936,Virginia/Catarina,women,32,Round of 64,11,2025-11-25,bye,,team_2,,"{'team_1': [], 'team_2': [{'id': 408, 'self': '/api/players/408', 'name': 'Maria Virginia Riera', 'side': None, 'connections': {'pair': '/api/pairs/408-439'}}, {'id': 439, 'self': '/api/players/439', 'name': 'Ana Catarina Nogueira', 'side': None, 'connections': {'pair': '/api/pairs/408-439'}}]}",FIP,2026,Season 5,
6937,Caldera/Goenaga,women,32,Round of 64,12,2025-11-25,bye,,team_1,,"{'team_1': [{'id': 394, 'self': '/api/players/394', 'name': 'Beatriz Caldera Sanchez', 'side': None, 'connections': {'pair': '/api/pairs/394-395'}}, {'id': 395, 'self': '/api/players/395', 'name': 'Carmen Goenaga Garcia', 'side': None, 'connections': {'pair': '/api/pairs/394-395'}}], 'team_2': []}",FIP,2026,Season 5,
6938,Godallier/Marchetti - Bellver/Dal,women,32,Round of 64,13,2025-11-25,finished,"[{'team_1': '7', 'team_2': '5'}, {'team_1': '5', 'team_2': '7'}, {'team_1': '4', 'team_2': '6'}]",team_2,,"{'team_1': [{'id': 432, 'self': '/api/players/432', 'name': 'Lea Godallier', 'side': None, 'connections': {'pair': '/api/pairs/432-449'}}, {'id': 449, 'self': '/api/players/449', 'name': 'Giorgia Marchetti', 'side': None, 'connections': {'pair': '/api/pairs/432-449'}}], 'team_2': [{'id': 483, 'self': '/api/players/483', 'name': 'Sandra Bellver Fructuoso', 'side': None, 'connections': {'pair': '/api/pairs/483-489'}}, {'id': 489, 'self': '/api/players/489', 'name': 'Giulia Dal Pozzo', 'side': None, 'connections': {'pair': '/api/pairs/483-489'}}]}",FIP,2026,Season 5,Cancha Estadio
6939,,women,32,Round of 64,14,2025-11-25,bye,,team_1,,"{'team_1': [], 'team_2': []}",FIP,2026,Season 5,
6940,Ustero/Araujo,women,32,Round of 64,15,2025-11-25,bye,,team_2,,"{'team_1': [], 'team_2': [{'id': 410, 'self': '/api/players/410', 'name': 'Andrea Ustero Prieto', 'side': None, 'connections': {'pair': '/api/pairs/410-411'}}, {'id': 411, 'self': '/api/players/411', 'name': 'Sofia Araujo', 'side': None, 'connections': {'pair': '/api/pairs/410-411'}}]}",FIP,2026,Season 5,
6941,Fernandez/Gonzalez,women,32,Round of 64,16,2025-11-25,bye,,team_1,,"{'team_1': [{'id': 412, 'self': '/api/players/412', 'name': 'Claudia Fernandez Sanchez', 'side': None, 'connections': {'pair': '/api/pairs/412-413'}}, {'id': 413, 'self': '/api/players/413', 'name': 'Beatriz Gonzalez Fernandez', 'side': None, 'connections': {'pair': '/api/pairs/412-413'}}], 'team_2': []}",FIP,2026,Season 5,
6942,,women,32,Round of 64,17,2025-11-25,bye,,team_1,,"{'team_1': [], 'team_2': []}",FIP,2026,Season 5,
6944,Barrera/Velasco,women,32,Round of 64,19,2025-11-25,bye,,team_2,,"{'team_1': [], 'team_2': [{'id': 436, 'self': '/api/players/436', 'name': 'Marta Barrera De La Fuente', 'side': None, 'connections': {'pair': '/api/pairs/436-415'}}, {'id': 415, 'self': '/api/players/415', 'name': 'Jimena Velasco Postiguillo', 'side': None, 'connections': {'pair': '/api/pairs/436-415'}}]}",FIP,2026,Season 5,
6945,Sainz/Eugenio,women,32,Round of 64,20,2025-11-25,bye,,team_1,,"{'team_1': [{'id': 400, 'self': '/api/players/400', 'name': 'Lucia Sainz Pelegri', 'side': None, 'connections': {'pair': '/api/pairs/400-409'}}, {'id': 409, 'self': '/api/players/409', 'name': 'Raquel Eugenio Barrera', 'side': None, 'connections': {'pair': '/api/pairs/400-409'}}], 'team_2': []}",FIP,2026,Season 5,
6946,Cañellas/Casali - Maria/Lujan,women,32,Round of 64,21,2025-11-25,finished,"[{'team_1': '1', 'team_2': '6'}, {'team_1': '4', 'team_2': '6'}]",team_2,,"{'team_1': [{'id': 484, 'self': '/api/players/484', 'name': 'Ariadna Cañellas Rodero', 'side': None, 'connections': {'pair': '/api/pairs/484-516'}}, {'id': 516, 'self': '/api/players/516', 'name': 'Carlotta Casali', 'side': None, 'connections': {'pair': '/api/pairs/484-516'}}], 'team_2': [{'id': 464, 'self': '/api/players/464', 'name': 'Letizia Maria Manquillo Alarza', 'side': None, 'connections': {'pair': '/api/pairs/464-431'}}, {'id': 431, 'self': '/api/players/431', 'name': 'Laura Lujan Rodriguez', 'side': None, 'connections': {'pair': '/api/pairs/464-431'}}]}",FIP,2026,Season 5,Cancha Gemela 1
6947,Arruabarrena/Evangelina - Borrero/Arellano,women,32,Round of 64,22,2025-11-25,finished,"[{'team_1': '5', 'team_2': '7'}, {'team_1': '4', 'team_2': '6'}]",team_2,,"{'team_1': [{'id': 450, 'self': '/api/players/450', 'name': 'Lara Arruabarrena', 'side': None, 'connections': {'pair': '/api/pairs/450-451'}}, {'id': 451, 'self': '/api/players/451', 'name': 'Julieta Evangelina Bidahorria', 'side': None, 'connections': {'pair': '/api/pairs/450-451'}}], 'team_2': [{'id': 454, 'self': '/api/players/454', 'name': 'Marta Borrero', 'side': None, 'connections': {'pair': '/api/pairs/454-397'}}, {'id': 397, 'self': '/api/players/397', 'name': 'Marta Arellano Navarro', 'side': None, 'connections': {'pair': '/api/pairs/454-397'}}]}",FIP,2026,Season 5,Cancha Caliente
6948,Salazar/Calvo,women,32,Round of 64,23,2025-11-25,bye,,team_2,,"{'team_1': [], 'team_2': [{'id': 424, 'self': '/api/players/424', 'name': 'Alejandra Salazar Bengoechea', 'side': None, 'connections': {'pair': '/api/pairs/424-469'}}, {'id': 469, 'self': '/api/players/469', 'name': 'Martina Calvo Santamaria', 'side': None, 'connections': {'pair': '/api/pairs/424-469'}}]}",FIP,2026,Season 5,
6949,Jensen/Alonso,women,32,Round of 64,24,2025-11-25,bye,,team_1,,"{'team_1': [{'id': 399, 'self': '/api/players/399', 'name': 'Claudia Jensen', 'side': None, 'connections': {'pair': '/api/pairs/399-398'}}, {'id': 398, 'self': '/api/players/398', 'name': 'Alejandra Alonso De Villa', 'side': None, 'connections': {'pair': '/api/pairs/399-398'}}], 'team_2': []}",FIP,2026,Season 5,
6950,Canovas/Eulalia - Peralta/Touly,women,32,Round of 64,25,2025-11-25,finished,"[{'team_1': '6', 'team_2': '2'}, {'team_1': '2', 'team_2': '6'}, {'team_1': '6', 'team_2': '2'}]",team_1,52.0,"{'team_1': [{'id': 414, 'self': '/api/players/414', 'name': 'Noa Canovas Paredes', 'side': None, 'connections': {'pair': '/api/pairs/414-426'}}, {'id': 426, 'self': '/api/players/426', 'name': 'Maria Eulalia Rodriguez Abajo', 'side': None, 'connections': {'pair': '/api/pairs/414-426'}}], 'team_2': [{'id': 443, 'self': '/api/players/443', 'name': 'Lucia Peralta Exposito', 'side': None, 'connections': {'pair': '/api/pairs/443-479'}}, {'id': 479, 'self': '/api/players/479', 'name': 'Carla Touly', 'side': None, 'connections': {'pair': '/api/pairs/443-479'}}]}",FIP,2026,Season 5,Cancha Skechers
6952,Orsi/Martinez,women,32,Round of 64,27,2025-11-25,bye,,team_2,,"{'team_1': [], 'team_2': [{'id': 404, 'self': '/api/players/404', 'name': 'Carolina Orsi', 'side': None, 'connections': {'pair': '/api/pairs/404-393'}}, {'id': 393, 'self': '/api/players/393', 'name': 'Araceli Martinez', 'side': None, 'connections': {'pair': '/api/pairs/404-393'}}]}",FIP,2026,Season 5,
6953,Castello/Rufo,women,32,Round of 64,28,2025-11-25,bye,,team_1,,"{'team_1': [{'id': 416, 'self': '/api/players/416', 'name': 'Jessica Castello Lopez', 'side': None, 'connections': {'pair': '/api/pairs/416-417'}}, {'id': 417, 'self': '/api/players/417', 'name': 'Lorena Rufo Ortiz', 'side': None, 'connections': {'pair': '/api/pairs/416-417'}}], 'team_2': []}",FIP,2026,Season 5,
6955,,women,32,Round of 64,30,2025-11-25,bye,,team_1,,"{'team_1': [], 'team_2': []}",FIP,2026,Season 5,
6956,Sanchez/Josemaria,women,32,Round of 64,31,2025-11-25,bye,,team_2,,"{'team_1': [], 'team_2': [{'id': 388, 'self': '/api/players/388', 'name': 'Ariana Sanchez Fallada', 'side': None, 'connections': {'pair': '/api/pairs/388-389'}}, {'id': 389, 'self': '/api/players/389', 'name': 'Paula Josemaria Martin', 'side': None, 'connections': {'pair': '/api/pairs/388-389'}}]}",FIP,2026,Season 5,
2811,Valenzuela/Mouriño - Sans/Quilez,men,32,Round of 64,2,2025-11-24,finished,"[{'team_1': '4', 'team_2': '6'}, {'team_1': '4', 'team_2': '6'}]",team_2,,"{'team_1': [{'id': 156, 'self': '/api/players/156', 'name': 'Ramiro Valenzuela', 'side': 'backhand', 'connections': {'pair': '/api/pairs/156-107'}}, {'id': 107, 'self': '/api/players/107', 'name': 'Federico Mouriño', 'side': 'drive', 'connections': {'pair': '/api/pairs/156-107'}}], 'team_2': [{'id': 158, 'self': '/api/players/158', 'name': 'Anton Sans', 'side': 'drive', 'connections': {'pair': '/api/pairs/158-159'}}, {'id': 159, 'self': '/api/players/159', 'name': 'Marc Quilez', 'side': 'backhand', 'connections': {'pair': '/api/pairs/158-159'}}]}",FIP,2026,Season 5,Cancha Skechers
2823,Cruz/Montiel - Deus/Deus,men,32,Round of 64,14,2025-11-24,finished,"[{'team_1': '6', 'team_2': '4'}, {'team_1': '7', 'team_2': '5'}]",team_1,,"{'team_1': [{'id': 161, 'self': '/api/players/161', 'name': 'Juan Cruz Belluati', 'side': 'drive', 'connections': {'pair': '/api/pairs/161-326'}}, {'id': 326, 'self': '/api/players/326', 'name': 'Alvaro Montiel Caruso', 'side': 'backhand', 'connections': {'pair': '/api/pairs/161-326'}}], 'team_2': [{'id': 165, 'self': '/api/players/165', 'name': 'Miguel Deus', 'side': 'drive', 'connections': {'pair': '/api/pairs/165-166'}}, {'id': 166, 'self': '/api/players/166', 'name': 'Nuno Deus', 'side': 'backhand', 'connections': {'pair': '/api/pairs/165-166'}}]}",FIP,2026,Season 5,Cancha Caliente
2830,Lijó/Arce - Moya/Patiniotis,men,32,Round of 64,21,2025-11-24,finished,"[{'team_1': '6', 'team_2': '4'}, {'team_1': '6', 'team_2': '4'}]",team_1,,"{'team_1': [{'id': 227, 'self': '/api/players/227', 'name': 'Pablo Lijó', 'side': None, 'connections': {'pair': '/api/pairs/227-452'}}, {'id': 452, 'self': '/api/players/452', 'name': 'Maximiliano Arce', 'side': 'drive', 'connections': {'pair': '/api/pairs/227-452'}}], 'team_2': [{'id': 105, 'self': '/api/players/105', 'name': 'Jesus Moya', 'side': 'backhand', 'connections': {'pair': '/api/pairs/105-150'}}, {'id': 150, 'self': '/api/players/150', 'name': 'Aris Patiniotis', 'side': 'drive', 'connections': {'pair': '/api/pairs/105-150'}}]}",FIP,2026,Season 5,Cancha Mifel
2838,Rubio/Ruiz - Manuel/Matias,men,32,Round of 64,29,2025-11-24,finished,"[{'team_1': '6', 'team_2': '4'}, {'team_1': '7', 'team_2': '5'}]",team_1,,"{'team_1': [{'id': 97, 'self': '/api/players/97', 'name': 'Gonzalo Rubio', 'side': 'drive', 'connections': {'pair': '/api/pairs/97-109'}}, {'id': 109, 'self': '/api/players/109', 'name': 'Javier Ruiz', 'side': 'backhand', 'connections': {'pair': '/api/pairs/97-109'}}], 'team_2': [{'id': 10, 'self': '/api/players/10', 'name': 'Juan Manuel Argañaras', 'side': None, 'connections': {'pair': '/api/pairs/10-9'}}, {'id': 9, 'self': '/api/players/9', 'name': 'Oscar Matias Almada', 'side': None, 'connections': {'pair': '/api/pairs/10-9'}}]}",FIP,2026,Season 5,Cancha Estadio
6935,Merino/Navarro - Martinez/Dominguez,women,32,Round of 64,10,2025-11-24,finished,"[{'team_1': '6', 'team_2': '2'}, {'team_1': '6', 'team_2': '2'}]",team_1,,"{'team_1': [{'id': 428, 'self': '/api/players/428', 'name': 'Melania Merino Saez', 'side': None, 'connections': {'pair': '/api/pairs/428-427'}}, {'id': 427, 'self': '/api/players/427', 'name': 'Carolina Navarro Björk', 'side': None, 'connections': {'pair': '/api/pairs/428-427'}}], 'team_2': [{'id': 566, 'self': '/api/players/566', 'name': 'Aida Martinez', 'side': None, 'connections': {'pair': '/api/pairs/566-493'}}, {'id': 493, 'self': '/api/players/493', 'name': 'Ana Dominguez Gracia', 'side': None, 'connections': {'pair': '/api/pairs/566-493'}}]}",FIP,2026,Season 5,Cancha Skechers
6943,Navarro/Aguilar - Carnicero/Martinez,women,32,Round of 64,18,2025-11-24,finished,"[{'team_1': '6', 'team_2': '3'}, {'team_1': '3', 'team_2': '6'}, {'team_1': '3', 'team_2': '6'}]",team_2,,"{'team_1': [{'id': 421, 'self': '/api/players/421', 'name': 'Teresa Navarro lopez-Barajas', 'side': None, 'connections': {'pair': '/api/pairs/421-462'}}, {'id': 462, 'self': '/api/players/462', 'name': 'Noemi Aguilar Carrillo', 'side': None, 'connections': {'pair': '/api/pairs/421-462'}}], 'team_2': [{'id': 470, 'self': '/api/players/470', 'name': 'Esther Carnicero Martin', 'side': None, 'connections': {'pair': '/api/pairs/470-488'}}, {'id': 488, 'self': '/api/players/488', 'name': 'Patricia Martinez Fortun', 'side': None, 'connections': {'pair': '/api/pairs/470-488'}}]}",FIP,2026,Season 5,Cancha Mifel
6951,Garcia/Lopez - Maria/Ramme,women,32,Round of 64,26,2025-11-24,finished,"[{'team_1': '6', 'team_2': '1'}, {'team_1': '6', 'team_2': '3'}]",team_1,,"{'team_1': [{'id': 480, 'self': '/api/players/480', 'name': 'Lucia Garcia Trella', 'side': None, 'connections': {'pair': '/api/pairs/480-468'}}, {'id': 468, 'self': '/api/players/468', 'name': 'Amanda Lopez Moral', 'side': None, 'connections': {'pair': '/api/pairs/480-468'}}], 'team_2': [{'id': 646, 'self': '/api/players/646', 'name': 'Ana Maria Cabrejas Ruiz', 'side': None, 'connections': {'pair': '/api/pairs/646-506'}}, {'id': 506, 'self': '/api/players/506', 'name': 'Camila Ramme Coellar', 'side': None, 'connections': {'pair': '/api/pairs/646-506'}}]}",FIP,2026,Season 5,Cancha Estadio
6954,Saiz/Talavan - Caparros/Perez,women,32,Round of 64,29,2025-11-24,finished,"[{'team_1': '6', 'team_2': '3'}, {'team_1': '4', 'team_2': '6'}, {'team_1': '5', 'team_2': '7'}]",team_2,,"{'team_1': [{'id': 455, 'self': '/api/players/455', 'name': 'Sofia Saiz Vallejo', 'side': None, 'connections': {'pair': '/api/pairs/455-420'}}, {'id': 420, 'self': '/api/players/420', 'name': 'Marta Talavan', 'side': None, 'connections': {'pair': '/api/pairs/455-420'}}], 'team_2': [{'id': 437, 'self': '/api/players/437', 'name': 'Marta Caparros Maldonado', 'side': None, 'connections': {'pair': '/api/pairs/437-453'}}, {'id': 453, 'self': '/api/players/453', 'name': 'Agueda Perez Ortiz', 'side': None, 'connections': {'pair': '/api/pairs/437-453'}}]}",FIP,2026,Season 5,Cancha Caliente
6829,Garrido/Campagnolo - Alonso/Tello,men,2,Semifinals,0,2025-11-22,finished,"[{'team_1': '2', 'team_2': '6'}, {'team_1': '7', 'team_2': '6'}, {'team_1': '1', 'team_2': '6'}]",team_2,,"{'team_1': [{'id': 104, 'self': '/api/players/104', 'name': 'Javier Garrido', 'side': 'backhand', 'connections': {'pair': '/api/pairs/104-72'}}, {'id': 72, 'self': '/api/players/72', 'name': 'Lucas Campagnolo', 'side': 'drive', 'connections': {'pair': '/api/pairs/104-72'}}], 'team_2': [{'id': 101, 'self': '/api/players/101', 'name': 'Edu Alonso', 'side': 'drive', 'connections': {'pair': '/api/pairs/101-94'}}, {'id': 94, 'self': '/api/players/94', 'name': 'Juan Tello', 'side': 'backhand', 'connections': {'pair': '/api/pairs/101-94'}}]}",FIP,2026,Season 5,Estadio Racing De Veracruz
6830,Sanz/Goñi - Gonzalez/Guerrero,men,2,Semifinals,1,2025-11-22,walkover,,team_2,,"{'team_1': [{'id': 79, 'self': '/api/players/79', 'name': 'Jon Sanz', 'side': 'drive', 'connections': {'pair': '/api/pairs/79-465'}}, {'id': 465, 'self': '/api/players/465', 'name': 'Aimar Goñi', 'side': 'backhand', 'connections': {'pair': '/api/pairs/79-465'}}], 'team_2': [{'id': 78, 'self': '/api/players/78', 'name': 'Momo Gonzalez', 'side': 'backhand', 'connections': {'pair': '/api/pairs/78-82'}}, {'id': 82, 'self': '/api/players/82', 'name': 'Francisco Guerrero', 'side': 'drive', 'connections': {'pair': '/api/pairs/78-82'}}]}",FIP,2026,Season 5,Estadio Racing De Veracruz
6831,Tello/Alonso - Gonzalez/Guerrero,men,1,Finals,0,2025-11-22,finished,"[{'team_1': '4', 'team_2': '6'}, {'team_1': '6', 'team_2': '1'}, {'team_1': '5', 'team_2': '7'}]",team_1,,"{'team_1': [{'id': 94, 'self': '/api/players/94', 'name': 'Juan Tello', 'side': 'backhand', 'connections': {'pair': '/api/pairs/94-101'}}, {'id': 101, 'self': '/api/players/101', 'name': 'Edu Alonso', 'side': 'drive', 'connections': {'pair': '/api/pairs/94-101'}}], 'team_2': [{'id': 78, 'self': '/api/players/78', 'name': 'Momo Gonzalez', 'side': 'backhand', 'connections': {'pair': '/api/pairs/78-82'}}, {'id': 82, 'self': '/api/players/82', 'name': 'Francisco Guerrero', 'side': 'drive', 'connections': {'pair': '/api/pairs/78-82'}}]}",FIP,2026,Season 5,
6862,Llaguno/Fassio - Osoro/Iglesias,women,1,Finals,0,2025-11-22,finished,"[{'team_1': '6', 'team_2': '7'}, {'team_1': '1', 'team_2': '6'}]",team_2,,"{'team_1': [{'id': 401, 'self': '/api/players/401', 'name': 'Patricia Llaguno Zielinski', 'side': None, 'connections': {'pair': '/api/pairs/401-440'}}, {'id': 440, 'self': '/api/players/440', 'name': 'Martina Fassio Goyeneche', 'side': None, 'connections': {'pair': '/api/pairs/401-440'}}], 'team_2': [{'id': 406, 'self': '/api/players/406', 'name': 'Aranzazu Osoro Ulrich', 'side': None, 'connections': {'pair': '/api/pairs/406-430'}}, {'id': 430, 'self': '/api/players/430', 'name': 'Victoria Iglesias Segador', 'side': None, 'connections': {'pair': '/api/pairs/406-430'}}]}",FIP,2026,Season 5,Estadio Racing De Veracruz
6825,Leal/Bergamini - Campagnolo/Garrido,men,4,Quarter,0,2025-11-21,finished,"[{'team_1': '7', 'team_2': '6'}, {'team_1': '3', 'team_2': '6'}, {'team_1': '4', 'team_2': '6'}]",team_2,,"{'team_1': [{'id': 95, 'self': '/api/players/95', 'name': 'Javier Leal', 'side': 'backhand', 'connections': {'pair': '/api/pairs/95-76'}}, {'id': 76, 'self': '/api/players/76', 'name': 'Lucas Bergamini', 'side': 'drive', 'connections': {'pair': '/api/pairs/95-76'}}], 'team_2': [{'id': 72, 'self': '/api/players/72', 'name': 'Lucas Campagnolo', 'side': 'drive', 'connections': {'pair': '/api/pairs/72-104'}}, {'id': 104, 'self': '/api/players/104', 'name': 'Javier Garrido', 'side': 'backhand', 'connections': {'pair': '/api/pairs/72-104'}}]}",FIP,2026,Season 5,Estadio Racing De Veracruz
