player_name,country,points,position,move,gender
Diogo Veiga Pereira,POR,39,593,1,M
Johannes Lindmeyer,GER,39,593,1,M
Max Moral Mullol,ESP,39,593,1,M
Matthias Wunner,GER,39,593,1,M
Hugo Girona Diaz,ESP,39,593,1,M
Ko Momokawa,JPN,39,593,38,M
Javier Nuñez Lopez,ESP,39,593,-166,M
Andres Britos,ITA,39,593,1,M
Emilio Juan De Dios Benitez Arrien,ARG,38,601,-1,M
Luciano Perez Gentile,ARG,38,601,-1,M
Samuel Pontes,ESP,38,601,-1,M
Alejo Gimenez,ARG,38,601,-1,M
Jose Antonio De Armas,USA,37,605,-1,M
Diego Pascual Simon Tomas,ESP,37,605,-1,M
Islam Ghunaim,BRN,37,605,-1,M
Exequiel Mouriño,ARG,37,605,-1,M
Mohamed Kassem,EGY,37,605,-1,M
Moises Rafael Castillo Contreras,MEX,37,605,-1,M
Patricio Opazo Arias,CHI,37,605,-1,M
Gabriele Laurino,ITA,36,612,-1,M
Tommaso Forneris,ITA,36,612,-1,M
Jose Alban Paz De La Llave,MEX,36,612,-1,M
Sherif Mohamed Makhlouf,EGY,36,612,-1,M
Christian Didier Chin Zao Quan,MAS,36,612,-1,M
Luis Enrique Barrientos Garcia,MEX,36,612,-1,M
Carlos Miguel Pelaez Suarez,ESP,36,612,-1,M
Daniel Nino,COL,36,612,-1,M
Saveliy Tulupov,RUS,35,620,0,M
Pablo Navarro Almagro,ESP,35,620,0,M
Dhari Alansari,KUW,35,620,0,M
Christian Orduña Guzman,MEX,35,620,0,M
Ignacio Tellez Rodriguez,ESP,35,620,0,M
Leon Aurelius Taira Hoy,JPN,35,620,0,M
Lucas Filippini,FRA,35,620,0,M
Martin Noschese,ARG,35,620,0,M
Ariel Cabaral,PHI,35,620,0,M
Javier Rodriguez Marquez,ESP,35,620,0,M
Abdulrahman Alawadhi,KUW,35,620,0,M
Tomas Azocar,CHI,34,631,0,M
Ben Phillips,GBR,34,631,0,M
Karim Beltagi,EGY,34,631,0,M
Gaston Diaz,ARG,34,631,0,M
Jaime Martin Cano,ESP,34,631,0,M
Salvador Atencia Basilio,ESP,34,631,0,M
Hugo Jimenez Reina,ESP,34,631,0,M
Mainard Mendel Sahagun,PHI,34,631,0,M
Marin Santiago Alejo,ARG,33,639,1,M
Federico Alejandro Fleitas,ARG,33,639,1,M
Mohamed El Garhy,EGY,33,639,1,M
Alvaro Salgado Soriano,ESP,33,639,1,M
Ignacio Tato Cantalapiedra,ESP,33,639,1,M
Egmond Van Heerden,RSA,33,639,1,M
Diogo Moreira,POR,33,639,1,M
Anthony Hyjazi,LBN,33,639,1,M
Erwan Wiyono,INA,33,639,1,M
Hassan Tarek Shaheen,EGY,33,639,1,M
Issa Zayed,QAT,32,649,4,M
Tomas Martinez Pezoa,CHI,32,649,4,M
Vinayak Shrivastav,IND,32,649,4,M
Alejandro Correa,ESP,32,649,4,M
Matteo Mancini,ITA,32,649,4,M
Lucas Miranda Santos,ESP,32,649,111,M
Izan Ranera Pedrero,ESP,32,649,-9,M
Juan Carlos Vargas Vera,MEX,32,649,4,M
Sebastian Muñoz Campos,CHI,32,649,4,M
Omar Sabry,EGY,32,649,4,M
Jaime Fermosell Delgado,ESP,32,649,4,M
Wenceslao Osorio Flores,ESP,32,649,4,M
Mario Rodriguez Marcos,ESP,32,649,4,M
Cosmin Constantin Bardan,ROU,32,649,-9,M
Orlando Juarez Cano,MEX,31,663,1,M
Manuel Muñoz Lozano,ESP,31,663,1,M
Gonçalo Valente,POR,31,663,1,M
Erko Nigula,EST,31,663,1,M
Pavel Karpushkin,RUS,31,663,1,M
Matias Vicencio Labarca,CHI,31,663,1,M
Ignacio Jara Saez,CHI,31,663,1,M
Yevgeniy Danilov,KAZ,31,663,1,M
Lluis Miró Garrido,ESP,31,663,1,M
Bernardo Bastos,POR,31,663,1,M
Felix Gonzalez Rodriguez,ESP,31,663,1,M
Philip Orloff,SUI,30,674,1,M
Neils Koesoemahadi,INA,30,674,40,M
Luis Facundo Sayes,ARG,30,674,1,M
Omar Makhlouf,EGY,30,674,1,M
Daniel Luengo Calado,ESP,30,674,1,M
Lucas Franco Rodriguez,ARG,30,674,1,M
Javier Navarro Perez,ESP,30,674,1,M
Pablo Vacarezza Kuhlmann,CHI,30,674,1,M
Alvaro Bermejo De Alamo,ESP,30,674,1,M
Izan Gil Sampere,ESP,30,674,1,M
Simon Charaf Jones,MEX,29,684,0,M
Quintin Vos,NED,29,684,0,M
Adrian Martinez Galindo,ESP,29,684,0,M
Jarrett Laabs,USA,29,684,48,M
Marwan Fayad,EGY,29,684,0,M
Javier Lopez Garcia,ESP,29,684,0,M
Tristan Piombo,FRA,29,684,0,M
Javier Bolumar Orti,ESP,29,684,0,M
Alejandro Chaveli Canovas,ESP,29,684,0,M
Alejandro Alcaraz Gonzalez,MEX,29,684,0,M
Muzaaffer Atakan Ozuysal,TUR,29,684,0,M
Marco Mismetti,ITA,29,684,0,M
Murilo Weber,BRA,29,684,0,M
Omar Zaher,EGY,28,697,-1,M
Emil Lilleøre madsen,DEN,28,697,-1,M
Jairo Ajenjo Gomez,ESP,28,697,-1,M
Abdulla Alaqili,UAE,28,697,-1,M
Mohamed El-Hamamy,EGY,28,697,-1,M
Richard Ashforth,RSA,28,697,-1,M
Tom Farquharson,GBR,28,697,-1,M
Gonzalo Escobar,ARG,28,697,-1,M
Alessandro Pirrotta,ITA,28,697,-1,M
Thiago Pinto,ARG,28,697,-1,M
Ariff Suffian Bin Zainal Abidin,MAS,28,697,-1,M
Tiago Fernandes,POR,28,697,-1,M
Lautaro Mambrini,ARG,28,697,-1,M
Alex Tur Checa,ESP,28,697,-1,M
Naser Al Obaidly,KUW,28,697,-1,M
Andres Ortuño De Pablo,ESP,28,697,-1,M
Samuel Rodriguez,PAR,28,697,-1,M
Alberto Simon Garcia,ESP,28,697,-1,M
Theo Bernardo Dos Santos,BRA,27,715,-1,M
Eleftherios Theodorou,GRE,27,715,-1,M
Matias Damian Gonzalez,ITA,27,715,-1,M
Samy Charni,FRA,27,715,-1,M
Carlos Del Pico Torres,ESP,27,715,-1,M
Yohan Borgel,FRA,27,715,-1,M
Matias Karelovic,CHI,27,715,-1,M
Wojciech Szczesny,POL,27,715,-1,M
Carlos Fernandez-Cañadas paredes,ESP,27,715,-1,M
Bernardo Roque,POR,27,715,-1,M
Henrique Marsiglia,BRA,27,715,-1,M
Sebastian Nair Rodriguez,PAR,27,715,-1,M
Hampus Drakenberg,SWE,27,715,-1,M
Pierre Perez Le Tiec,FRA,27,715,-1,M
Mateusz Lipinski,POL,27,715,-1,M
Alejandro Tasa Van Beek,ESP,27,715,-1,M
Alfonso Diaz Ponce,ESP,26,731,1,M
Hassan Barakat,EGY,26,731,1,M
Manuel Correia,POR,26,731,1,M
Hussein Gomaa,EGY,26,731,1,M
Jairo Rueda,ESP,26,731,1,M
Nicolas Lujan Torres,CHI,26,731,1,M
Alvaro Sola Alba,ESP,26,731,1,M
Guillermo Guerreño Pigola,PAR,26,731,1,M
Josh Gilbert,GBR,26,731,1,M
Mohamed Aboulkassem,EGY,26,731,1,M
Pierre Petit Fernandez,PAR,26,731,1,M
Sergis Kyratzis,CYP,26,731,1,M
Yannick Verwater,NED,26,731,1,M
Pablo Rojas,CHI,26,731,1,M
Marcelo Vidaurreta Villanueva,MEX,26,731,1,M
Tomas Dos Santos Nunes,POR,26,731,1,M
Pedro Sequeira,BRA,26,731,1,M
Elias Nasif,ARG,25,748,3,M
Andrea Di Martino,ITA,25,748,3,M
Enzo Silva,BRA,25,748,3,M
I Putu Anandana Adi Guna,INA,25,748,3,M
Alvaro Gonzalez Figueroa,ESP,25,748,3,M
Carlos Flores Peñate,ESP,25,748,3,M
Pierre Vincent,FRA,25,748,-137,M
Ludovic Hutzemakers,BEL,25,748,3,M
Fredrik Lonnqvist,SWE,25,748,3,M
Andre Biro,HUN,24,757,-6,M
Pelayo Bucero Sanchez,ESP,24,757,3,M
Martim Nunes,POR,24,757,3,M
Jose Antonio Crespo Sanchez,ESP,24,757,3,M
Linus Frost,SWE,24,757,3,M
Lucas Landais,FRA,24,757,3,M
Abdullah Ahli,UAE,24,757,3,M
Adrian Garcia Caballero,ESP,24,757,3,M
Zhanibek Umbetov,KAZ,24,757,3,M
Ignacio Andres Lehyt Sances,CHI,24,757,3,M
Stefano Wirawan,INA,24,757,3,M
Lorenzo Romano,ITA,24,757,3,M
Shashank Narde,IND,24,757,69,M
Andre Veiga Trindade,URU,24,757,3,M
Bruno Costa,POR,24,757,3,M
Thiago Henrique Gasparin Santos,BRA,24,757,3,M
Cayan Chiodi Appel,BRA,24,757,3,M
Belar Vera Lopez,ESP,24,757,3,M
Toni Neykov,BUL,24,757,3,M
Xie Zongnan,CHN,23,776,3,M
Diego Arnoldo Ruiz Espinosa,MEX,23,776,3,M
Argel Alexandro Albanes,MEX,23,776,3,M
Ahmed El Derwy,EGY,23,776,3,M
Aimar Lopez Catalan,ESP,23,776,3,M
Pavel Tatarnikov,RUS,23,776,3,M
Antonio Alamillo Alcaide,ESP,23,776,3,M
Pablo Chacon Diaz,ESP,23,776,3,M
Ivan Del Águila Navarro,ESP,23,776,3,M
Florian Vandelanotte,BEL,23,776,3,M
Emmanuel Riesgo Méndez,ESP,23,776,-16,M
Sebastian Lagos Cerezo,CHI,23,776,3,M
Angelo Rizza,ITA,23,776,3,M
Raul Ruiz Alvarez,USA,23,776,3,M
Diego Nino,COL,22,790,2,M
Abdulrahman Alazzam,KSA,22,790,2,M
Jorge Ruiz,ESP,22,790,2,M
Tameem Salloum,EGY,22,790,2,M
Oscar Mozo Garcia,ESP,22,790,2,M
Gonçalo Costa Liberato,POR,22,790,2,M
Abdullah Alabdulla,UAE,22,790,2,M
Qassem Alobidan,KSA,22,790,2,M
Pablo Marqués Gonzalez,ESP,22,790,2,M
Eduardo Herrero Del Riego,ESP,22,790,2,M
Edoardo Lecchi,ITA,22,790,2,M
Omar Matias Ortiz,ARG,22,790,2,M
Catalin Tropin,MDA,22,790,2,M
Faisal Alrebdi,KSA,22,790,2,M
Enric Sanmarti Beleta,ESP,22,790,2,M
Hassan Sabry,EGY,22,790,2,M
Vicente Jofre Venegas,CHI,22,790,2,M
Abdullah Alabdullah,KSA,22,790,2,M
Sebastian Solenghi,ARG,22,790,2,M
Damien Lozano,FRA,22,790,2,M
Fernando Gonzalez,CHI,22,790,2,M
Aaron Segura,USA,22,790,2,M
Adria Mercadal,ESP,22,790,-150,M
Selahattin Yazar,TUR,22,790,2,M
Guillermo Closa Pucernau,ESP,22,790,2,M
Antonio Terzo,ITA,22,790,2,M
Sebastien Garcia Ortega,BEL,22,790,2,M
Maxime Deloyer,BEL,22,790,2,M
Alvaro Moreno Herrera,ESP,22,790,2,M
Matias Gonzalez,CHI,22,790,2,M
Roberto Rodriguez Alonso,ESP,21,820,-28,M
Mohamed Al Janahi,UAE,21,820,6,M
Jeronimo Escalante Diz,MEX,21,820,6,M
Eduardo Barbosa Sessim Da Silva,BRA,21,820,6,M
Alberto Gasca Romero,ESP,21,820,6,M
Mahdi Behboodi,IRI,21,820,6,M
Noah Cecchi,NED,21,820,6,M
Manav Sreekumar,IND,21,820,6,M
Maheno Fontaine,FRA,21,820,6,M
Bilal Duprat,FRA,21,820,-28,M
Daniil Bobokhanov,RUS,21,820,6,M
Amadeo Catala Lopez,ESP,21,820,6,M
Javier Vazquez Bennassar,ESP,21,820,6,M
Matteo Greco,ITA,21,820,6,M
Mikel Blanco Dorao,ESP,21,820,6,M
Breno Oliveira Enke,BRA,21,820,6,M
Tomas Cunietti,ARG,21,820,6,M
Ahmed Alaa Marzouk,EGY,21,820,6,M
Leonardo Becker,BRA,21,820,6,M
Renato De Aguiar Chuirki,BRA,21,820,6,M
Pablo Villaroya Lazaro,ESP,21,820,6,M
Aley Shokeir,EGY,21,820,6,M
Ahmed Mostafa Nazir,EGY,21,820,6,M
Fabio Da Costa Araujo,POR,21,820,6,M
Julio Cesar Julianoti,BRA,21,820,6,M
Marcos Bersch Da Cruz,BRA,21,820,6,M
Petros Chrysochos,CYP,21,820,6,M
Asier Gago Martinez,ESP,21,820,-88,M
Pere Miralles Galiana,ESP,20,848,4,M
Gonzalo Valdivieso Comesaña,CHI,20,848,4,M
Erick Eduardo Martínez Torres,MEX,20,848,4,M
Mauricio Alvarez,CHI,20,848,4,M
Xander De Wever,BEL,20,848,4,M
Diego Alejandro Cosio Posadas,MEX,20,848,4,M
Jorge Hernan Tupayachi Llanos,ESP,20,848,4,M
Raul Peralta Corredor,ESP,20,848,4,M
Mohammed Ragab,EGY,20,848,4,M
Robert Moore,HKG,20,848,4,M
Bram Coene,BEL,20,848,-56,M
Gabriel Lara Morejon,ESP,20,848,4,M
Manfredi La Punzina,ITA,20,848,4,M
Adria Lopez Caldentey,ESP,20,848,-56,M
German Rodriguez Quesada,ESP,20,848,4,M
Daniel Pashayan,RUS,19,863,2,M
Joaquin Gaitan Bernardi,ARG,19,863,2,M
Mohammad Saeid Gholamhoseinpour,IRI,19,863,2,M
Gabriele Derosas,ITA,19,863,2,M
Kian Rezaee,IRI,19,863,2,M
Asier Martinez Lopez,ESP,19,863,2,M
Alvaro Jauregui Sadaba,ESP,19,863,2,M
Victor Miguel Saenz De Navarrete Martin,ESP,19,863,2,M
Vasco Estevens Barbosa,POR,19,863,2,M
Beihang Fu,CHN,19,863,2,M
Mahmoud Moharam,EGY,19,863,2,M
Simon Yitbarek,SWE,19,863,2,M
Tomas Posse,ARG,19,863,2,M
Isidoro Salamanca Fernandez,ESP,19,863,2,M
Matteo Quatrana,ITA,19,863,2,M
Maximo Cornejo Gonzalez,ARG,18,878,2,M
Hugo Estebanez Estevez,ESP,18,878,2,M
Luis Alfonso Chacon Gilo,ESP,18,878,2,M
Bernardo De Marco Rigon,BRA,18,878,2,M
Jacopo Bulgarelli,ITA,18,878,2,M
Valentino Acosta Kremnitzer,ARG,18,878,2,M
Antonio Pedro Pragana,POR,18,878,2,M
Noam Cohen,ISR,18,878,2,M
Oscar Diaz Jauregui,MEX,18,878,2,M
Louis Jover,FRA,18,878,2,M
Isak William Bäckman,SWE,18,878,2,M
David Villalta Aguilar,ESP,18,878,2,M
Jose Pablo Garza De La Peña,MEX,18,878,2,M
Warren Kuhn,RSA,18,878,2,M
Antonio Corpas Bermudez,ESP,18,878,2,M
Alfons Lopez,SWE,18,878,2,M
Gabriel Londero Almeida,BRA,18,878,2,M
Asier Cabana Martin,ESP,18,878,2,M
Renan Lobo Bosco,BRA,18,878,2,M
Antti Kampman,FIN,18,878,2,M
Antonio Borja Mulet,ESP,18,878,2,M
Artem Matus,RUS,18,878,2,M
Fernando Agustin Vega,ARG,18,878,2,M
Ke Zhao,CHN,18,878,2,M
Adam Van Harte,RSA,18,878,2,M
Agustin Gallardo,ARG,18,878,2,M
Pablo Cenoz,ESP,18,878,2,M
Santiago Castro Recio,MEX,18,878,2,M
Aaron Cohen,ISR,18,878,2,M
Malthe Nielsen,DEN,17,907,2,M
Iker Rodriguez Sanchez,ESP,17,907,2,M
Nicolas Brusa,ITA,17,907,2,M
Erik Thomaidis,RUS,17,907,2,M
Sam Macneil,GBR,17,907,2,M
Denis Merkulov,RUS,17,907,2,M
André Monteiro Maia,POR,17,907,2,M
Alejandro Navas Balaguer,ESP,17,907,2,M
Jose Antonio Arcos,ESP,17,907,2,M
Saif Alhammadi,UAE,17,907,2,M
Youssef Abdelbadie,EGY,17,907,2,M
Maximilian Brent,GBR,17,907,2,M
Adilyar Muzdybayev,KAZ,17,907,2,M
Maximiliano Labbè,CHI,17,907,2,M
Oliver Hayday,GBR,17,907,2,M
Shengkai Yang,CHN,17,907,2,M
Amilcar Gaston Bejarano,ARG,17,907,2,M
Theo Suzanna,FRA,17,907,2,M
Armand Baboian,ROU,17,907,2,M
Javier Eloy Perez Perez,ESP,17,907,2,M
Artemii Besedin,RUS,17,907,2,M
Julio Pulido Alegre,ESP,17,907,2,M
Arya Roghani,IRI,17,907,2,M
Xander Aue,NED,16,931,2,M
Tiago Lourenço Santos,POR,16,931,2,M
Nicolas Fernandez Lozon De Cantelmi,ESP,16,931,-139,M
Miguel Vieira,POR,16,931,2,M
Erik Nordström,SWE,16,931,2,M
Kamran Ismailov,AZE,16,931,2,M
Marc Monturiol Cordoba,ESP,16,931,2,M
Gustav Eriksson,SWE,16,931,2,M
Jaime Pérez Martín,ESP,16,931,2,M
Vladimir Nifontov,RUS,16,931,2,M
Santino Contreras,ARG,16,931,2,M
Nachi Blazquez Domínguez,ESP,16,931,2,M
Jasha Saas,NED,16,931,2,M
Pedro Yañez Guevara,CHI,16,931,2,M
Agustín Alvarez,ECU,16,931,2,M
Damien Hall,AUS,16,931,28,M
Amr Adel,EGY,16,931,2,M
Gerard Marti Morales,ESP,16,931,2,M
Colin Marshall,GBR,16,931,2,M
Guillermo Lozano García De Paredes,ESP,16,931,2,M
Mohamed Michel Hussein Khachab,CIV,16,931,2,M
Guillaume Ledrap,FRA,16,931,2,M
Miguel Ines Vaz,POR,16,931,2,M
Ali Ahmed,SUD,16,931,2,M
Majed Kilani,TUN,16,931,2,M
Leonardo Ariel Torres,ARG,16,931,2,M
Jabor Al-Mutawa,QAT,16,931,2,M
Borja Sierra Del Val,MEX,16,931,2,M
Thomas Saiani,ITA,15,959,0,M
Kirill Kolganov,KAZ,15,959,0,M
Oumar Ka,SEN,15,959,0,M
Alessandro Ferrero,ITA,15,959,0,M
Samuel Martinez Soriano,ESP,15,959,0,M
Jeremy Scatena,FRA,15,959,0,M
Pablo Simon Garcia,ESP,15,959,0,M
Alfonso Patacho,GBR,15,959,0,M
Francisco Javier Vergillos Alonso,ESP,15,959,0,M
Amin Tiago Leiva,ARG,15,959,0,M
Youssef Ait Oumelloul,MAR,15,959,0,M
David Fernandes,POR,15,959,0,M
Juan Pedro Ramirez Ruiz,ESP,15,959,0,M
Hugo Jorquera Santos,ESP,15,959,0,M
Alvaro Llaneza Garcia,ESP,15,959,0,M
Federico Andres Sarmiento,ARG,15,959,0,M
Paulo Hillal,BRA,15,959,0,M
Pau Monclus Jubany,ESP,15,959,0,M
Alberto Bagarello,ITA,15,959,0,M
Christian Paolo,ITA,15,959,0,M
Alessandro Antoniazzi,ITA,15,959,0,M
Alvaro Vila Obregon,ESP,15,959,0,M
Fernando Matias Albornoz,ARG,15,959,0,M
Daniel Rubio Galtsova,ESP,15,959,0,M
Diego Garcia Brito,ESP,15,959,0,M
Christian De Sanctis,ESP,14,984,2,M
Andres Macchiavello,CHI,14,984,2,M
Jose Miguel Montes Diaz,CHI,14,984,2,M
Joaquin Alan Giorgi Bustos,ARG,14,984,2,M
Rodrigo Lopez Santin,ESP,14,984,2,M
Izan Violero Lloret,ESP,14,984,2,M
Max Bendel,RSA,14,984,2,M
Tade Jensen,GER,14,984,2,M
Mahmut ?ahuto?ullar?,TUR,14,984,2,M
Oliver Szakacs,HUN,14,984,2,M
Anastasios Mandalenakis,GRE,14,984,2,M
Ethan Miguel Gonzalez Herrera,ESP,14,984,2,M
Wenjie Wang,CHN,14,984,2,M
Francis Eduard Parangan,PHI,14,984,2,M
Yousif Ghunaim,BRN,14,984,2,M
Maximiliano Jael Cejas,ARG,14,984,2,M
Jose Mari Liong,PHI,14,984,2,M
Pablo Gonzalez Neria,ESP,14,984,2,M
Manuel Maira,CHI,14,984,2,M
Edoardo Zecchinelli,ITA,14,984,2,M
Joris De Weerdt,BEL,14,984,2,M
Ionian Antonelly Carballo Hernandez,MEX,14,984,2,M
Ashish Kumar,IND,14,984,2,M
Paulo Bravo,CHI,14,984,2,M
Prakhyath Kc,IND,14,984,2,M
Abraham Rodriguez Gomez,ESP,14,984,2,M
Enol Delgado Martinez,ESP,14,984,2,M
Andre Freitas,BRA,14,984,2,M
Ali Abdelaziz,EGY,14,984,2,M
Kun Ye,CHN,14,984,2,M
Antonio Campo,ITA,14,984,2,M
Mohammed Atif Hyder,IND,14,984,2,M
Alonso Calvache,ESP,14,984,2,M
Pedro Jesus Robles Rodriguez,ESP,14,984,2,M
Mickey Guerin,BEL,14,984,2,M
Nicolas Arno,ARG,14,984,2,M
Arsham Moradi Nejad Marian,IRI,14,984,2,M
Moos Sporken,NED,14,984,2,M
Chunxiao Qu,CHN,14,984,2,M
Tommy Smith,GBR,14,984,2,M
Diogo Alves,POR,14,984,2,M
Javier Collantes Guijo,ESP,14,984,2,M
Matas Poska,LTU,14,984,2,M
Ulises Correa,ARG,14,984,2,M
Daniel Muñoz Romero,ESP,14,984,2,M
Kasparas Poska,LTU,14,984,2,M
Sebastian Castaneda,USA,13,1030,5,M
Pablo Nicolas Silberman,ARG,13,1030,5,M
Alberto Cerrocchi,ITA,13,1030,5,M
Paul Henri Teyssedre,FRA,13,1030,5,M
Lucas Fernandes,BRA,13,1030,5,M
Pablo Humberto Montoya Ramirez,MEX,13,1030,5,M
Carlos Garcia-Alix alarcon,ESP,13,1030,5,M
Tobias Pintos Castro,ARG,13,1030,5,M
Artem Avdieiev,UKR,13,1030,5,M
Christopher Verdura,FRA,13,1030,5,M
Julian Rodrigo Caceres Rodriguez,ARG,13,1030,5,M
Federico Alejandro Vega,ARG,13,1030,5,M
Joao E. Moraes Maneck,BRA,13,1030,5,M
Silvain Moreau,FRA,13,1030,5,M
Oscar Dominguez Montes De Oca,ESP,13,1030,5,M
Ismael Linero,ESP,13,1030,5,M
Mike Tanoso,INA,13,1030,5,M
Ronan Bruandet,FRA,13,1030,5,M
Lautaro Chartron,ARG,13,1030,5,M
Tomas Barros Queiroz De Mesquita Guimarães,POR,13,1030,5,M
Daan Jans,NED,13,1030,5,M
David Perez Sanz,ESP,13,1030,5,M
Mario Alberto Yañez Tapia,MEX,13,1030,5,M
Alessandro Zaccagnino,ITA,13,1030,5,M
Victor Ribes Tierno,ESP,13,1030,5,M
Jan Wajgt,POL,13,1030,5,M
Jean Paul Nassar,GHA,13,1030,5,M
Valentinus Wibawa,INA,13,1030,5,M
Chris Salisbury,GBR,13,1030,5,M
Baptiste Maitre,FRA,13,1030,5,M
Abdulaziz Redha,KUW,13,1030,5,M
Juan Pablo Perez Damian,MEX,13,1030,5,M
Daniel Casanova Bataller,ESP,13,1030,5,M
Nasa Hatakeyama,JPN,13,1030,5,M
Lilian Foure,FRA,13,1030,-44,M
Anlin Chen,CHN,13,1030,5,M
Arthur Vasarevic,CRO,13,1030,5,M
Gabriel Eduardo Molina,ARG,13,1030,5,M
Fouad Behbehani,KUW,13,1030,5,M
Marc Monné Cuevas,ESP,13,1030,5,M
Diego Alejandro Picotto,ARG,13,1030,5,M
Robin Sietsma,NED,13,1030,5,M
Bernardo Monteiro,POR,13,1030,5,M
Mickael Grenier,FRA,13,1030,5,M
Selim El Aroui,TUN,13,1030,5,M
Ariel Williams Carrasco Paricollo,ESP,13,1030,5,M
Loick Bruandet,FRA,13,1030,5,M
Dany Ryan El Riz,SEN,13,1030,5,M
Mario Belizón Barrionuevo,ESP,13,1030,-71,M
Romain Gutstein,FRA,13,1030,5,M
Sebastian Domínguez Remis,MEX,13,1030,5,M
Agustin De Miguel Nicolau,ESP,13,1030,5,M
Tiaan Erasmus,RSA,13,1030,5,M
Tom Biotti,FRA,13,1030,5,M
Juan Maria Ramirez Carrasco,ESP,13,1030,5,M
Timur Khabibulin,KAZ,13,1030,5,M
Jorge Senoran Fructuoso,ESP,13,1030,5,M
Tsz Yan Adrian Yao,HKG,13,1030,5,M
Ziqiang Wei,CHN,13,1030,5,M
Carlos Huerta,MEX,13,1030,5,M
Tristan Dougan,AUS,13,1030,97,M
Sebastian Saggiorato,ARG,13,1030,5,M
Oliver Quarry,GBR,13,1030,169,M
Manuel Perez Gonzalez,ESP,13,1030,5,M
Leonardo Pontes,BRA,13,1030,5,M
Geremias Caluva,ARG,13,1030,5,M
Dominic Bechard,AUS,13,1030,-316,M
Antonio Jose Alarcon Garcia,ESP,13,1030,5,M
Juan Rodenas Rodriguez,ESP,13,1030,5,M
Vuk Velickovic,AUS,13,1030,75,M
Romain Grenet Laffont,FRA,13,1030,5,M
Seif Mahdi,EGY,13,1030,5,M
Eduardo Fischer,BRA,13,1030,5,M
Daniel Warren,USA,13,1030,5,M
Khaled Nagy,EGY,13,1030,5,M
Pieter Hermus,NED,12,1105,0,M
Ryan Wyatt,GBR,12,1105,0,M
Juan Moro Klusek,ESP,12,1105,0,M
Maxime De Roose,BEL,12,1105,-119,M
Christian Boehnke,GER,12,1105,0,M
Valentin Durand,FRA,12,1105,0,M
Matheus Cadinelli De Farias,BRA,12,1105,0,M
Nuno Sa,POR,12,1105,0,M
Benjamin Niv,BUL,12,1105,0,M
Tibo De Vylder,BEL,12,1105,0,M
Gonzalo Duarte Arricau,ESP,12,1105,0,M
Alvaro Jurado Cerezo,ESP,12,1105,0,M
Edoardo Riso,ITA,12,1105,0,M
Sergi Perez Calle,ESP,12,1105,0,M
Juan Hernandez Gaitan,ESP,12,1105,-119,M
Ramiro Gaston Perez,ARG,12,1105,0,M
Oliver Hodos,SWE,12,1105,0,M
Hirokazu Kitao,JPN,12,1105,366,M
Taiga Sherr-Oshima,JPN,12,1105,0,M
Francesco Giuseppe Angelini,ITA,12,1105,0,M
Cameron Gomes,GBR,12,1105,0,M
Genaro Manuel Campuzano Vazquez,PAR,12,1105,0,M
Derek Gerson,FRA,12,1105,0,M
Francisco Moura Couto Nunes Correia,POR,11,1128,-1,M
Javier Redondo Mendez,ESP,11,1128,-1,M
Tremayne Mitchell,RSA,11,1128,-1,M
Mohamed Amr Menissy,EGY,11,1128,-1,M
Mohamed Moussa,EGY,11,1128,-1,M
Yannick Faucard,FRA,11,1128,-1,M
Felipe Xose Fernandez Meaca,ESP,11,1128,-1,M
Joa Takala,FIN,11,1128,-1,M
Javier Antonio Cincotta,ARG,11,1128,-1,M
Khalid Saadon Alkuwari,QAT,11,1128,-1,M
Haoxuan He,CHN,11,1128,-1,M
Ahmed Saleh,BRN,11,1128,-1,M
Nathan De Barros Duval,BRA,11,1128,-1,M
Javier Rodriguez Navarro,ESP,11,1128,-1,M
Diego Torres Torres,ESP,11,1128,-1,M
Horia Vladimir Nedelcu,ROU,11,1128,-1,M
Marc Romans Roca,ESP,11,1128,-1,M
Jorge Cordoba Lugo,ESP,11,1128,-1,M
Antonio Castillo Valverde,ESP,11,1128,-1,M
Hugo Marcille,FRA,11,1128,-1,M
Joaquin Granados Villodre,ESP,11,1128,-1,M
Santiago Manuel Colombo Romero,ARG,11,1128,-1,M
Alejandro Cañete Rodriguez,ESP,11,1128,-1,M
Alvaro Abad Diaz,ESP,11,1128,-1,M
Thomas Delahaye,FRA,11,1128,-1,M
Emil Okkels Jensen,DEN,11,1128,-1,M
Tomas Ziza,ARG,11,1128,-1,M
Giovanni Romeo,FRA,11,1128,-1,M
Jacopo Crini,ITA,11,1128,-1,M
Lucas Gonzalez Bueno,ARG,11,1128,-1,M
Julien Guillery,FRA,11,1128,-1,M
Zhakas Kozbak,KAZ,11,1128,-1,M
Noe Navarro Porras,ESP,11,1128,-1,M
Antonio Gonzalez,ESP,11,1128,-1,M
Gonzalo Sassano,ITA,11,1128,-1,M
Yan Brek,KAZ,11,1128,-1,M
Haakon Haraldsen,NOR,11,1128,-1,M
Louis Bastard,FRA,11,1128,-1,M
Henrik Aarnio,FIN,11,1128,-1,M
Nahuel Pineda,ARG,11,1128,-1,M
Gabriel Morbey Basso,POR,11,1128,-1,M
John Michael Tamayo,PHI,11,1128,-1,M
Soli Colah,IND,11,1128,-1,M
Lucca Berenguer,ESP,11,1128,-1,M
Mario Guerrero Martinez,ESP,11,1128,-1,M
Wael Franzen Bourgi,SEN,11,1128,-1,M
Manuel Damian,ESP,11,1128,-1,M
